Нормированная энтропия,Сложность,Индекс Херста,Метка
0.9286480538596873,0.18942294140910546,0.4270588503001087,1
0.9749067682015903,0.06679259563285463,0.10046498687248097,1
0.923831681451128,0.20205343140688228,0.4056423710888232,1
0.9137230542791989,0.21643817820473515,0.2679070784211843,1
0.9231240998398701,0.19877930906926186,0.14755172368077435,1
0.9173039549758818,0.21331318120872972,0.2764558497430833,1
0.9284756200328371,0.18694920123222256,0.23442989286837793,1
0.9145470642960337,0.211756975715027,0.1955554251307652,1
0.9150593755159963,0.21536740250545047,0.3570852356685456,1
0.9073376028714746,0.21593052915448235,0.30376220102706925,1
0.9302680534685419,0.18442743009646795,0.32294461160762017,1
0.9151778092264142,0.21384753378933988,0.15020036943689816,1
0.9133143434732819,0.21539931619024735,0.11779569273956933,1
0.9219729895630626,0.20467962958504404,0.1186414243435477,1
0.9088465869402957,0.2195664831854781,0.1823971443604171,1
0.9290634441271327,0.18929968365343605,0.2674558134212546,1
0.9211719505014608,0.20313695700746995,0.32913764385972144,1
0.9098936644273392,0.2229533244790891,0.12926342741754063,1
0.9133351705418653,0.21837044604085556,0.15529276766973982,1
0.905325255619891,0.23307090944443293,0.16619487563796542,1
0.9123218573441316,0.22083785780526216,0.12175988460307637,1
0.9155185536619024,0.21224230712279918,0.22184440945146056,1
0.9275120186220636,0.18748244357515478,0.38058661459731,1
0.9108769070007787,0.22129397360668546,0.2655504806345018,1
0.9196651075575074,0.2090264017078131,0.3997138036664394,1
0.9194003265329563,0.2044059422548152,0.20372340859571442,1
0.9106498089633397,0.2174905370418251,0.2668871509808634,1
0.920254077548208,0.19944751798630597,0.26728324773616247,1
0.9007983553969999,0.23381668047167292,0.17106013781724605,0
0.935395076380519,0.17971451318048345,0.33299092625610094,1
0.9248033059659341,0.19623670668555523,0.2513214916213029,1
0.9166253903266347,0.2138421145523385,0.12334481244889357,1
0.9081151944284108,0.22888907152467752,0.11094004575541046,1
0.9321766091598955,0.17866055274698397,0.23254566782684957,1
0.8894154454532901,0.2450499246124958,0.1743849417435926,1
0.9191857069552646,0.2024081750112106,0.1554586489298425,1
0.9226352413867699,0.2009153899244834,0.21177404519857576,1
0.9223543917418107,0.20106527877566743,0.16962039771180493,1
0.9234959642756572,0.20390854875047845,0.24537954449029986,0
0.9156644005234369,0.21305540311796242,0.12684624831148744,1
0.9148028519985161,0.20955649298538384,0.173934279378478,1
0.9148028519985161,0.20955649298538384,0.173934279378478,1
0.9294407585730148,0.18912055089469887,0.21997456843641044,1
0.9275074788791711,0.19325861147259368,0.24668771915758705,1
0.9136161070182265,0.21644191366471335,0.1821146991712869,1
0.9221066268359056,0.2040124403408923,0.3716908387374875,1
0.9132414123073176,0.21697061470885726,0.10848069549349679,1
0.9161677481267332,0.2088353133245533,0.1550425737131748,1
0.9160551658724597,0.20885649778247722,0.12761642853453595,1
0.915123711350913,0.21259525992239095,0.141151181206676,1
0.9171160703011664,0.20368933792146346,0.3263258338007182,1
0.9205298624470386,0.2073517660736247,0.24545063817434087,1
0.9189337786186766,0.20560836266008067,0.20613168643699373,1
0.9236504613648012,0.19474271228069695,0.2498628302077106,1
0.9164094008937937,0.2095421080982411,0.1521591068001328,1
0.9145275273022405,0.21129849719082922,0.16186864684713223,1
0.9153059686390045,0.21191238829897863,0.1962412459747521,1
0.9131345953354018,0.2109276157398567,0.21265093961609127,1
0.9206381169894708,0.20137735892624037,0.16534380199690094,1
0.913805874278022,0.20951276268627533,0.33955915041715673,1
0.9244060515992617,0.19437903140445528,0.28154051655518003,0
0.9236753221280762,0.20042463198517266,0.26018750331971274,1
0.9098850340549036,0.21617678400540855,0.1870045440696242,1
0.9226083122205312,0.19716956894622698,0.31780313441619995,0
0.9306422672136189,0.1830109271012878,0.24865103449591905,1
0.9088593747813639,0.2185525295968146,0.3318779471229418,1
0.9241293616592505,0.188458504762088,0.43019352001955263,1
0.9229190268169452,0.19442640284826385,0.23066895528572445,1
0.9231121144741988,0.19426332350731412,0.21904745778327644,1
0.9203320937273268,0.19982241509716472,0.1915576865964515,1
0.9384173276381071,0.16917114234319441,0.3582097265925601,1
0.9307582679639431,0.18338358845327235,0.44743320512409895,0
0.9081053213639301,0.22058465195703272,0.1834216623853696,1
0.9102769309699719,0.2218598378763882,0.11414612931124378,1
0.9187736491057804,0.2030034580580868,0.14527627264522977,1
0.9187736491057804,0.2030034580580868,0.14527627264522977,1
0.930522100628765,0.18374228515240956,0.5685696320185284,0
0.9122465180053524,0.21430818360921164,0.3056614566098397,0
0.9352687213920778,0.1736253651248117,0.41387401059190165,1
0.9116987116898717,0.21689428083313544,0.2810358184284093,0
0.9103702592249122,0.22519932809882845,0.1356938028426313,1
0.9245461365653985,0.2013627904832817,0.17535659550639804,1
0.9139214449996581,0.2176008459232126,0.3304988517992418,0
0.9216959712135756,0.20392826688504645,0.526336640709285,1
0.9763716705101682,0.06020882153391991,0.16317330692895007,1
0.9246063720394321,0.1922654857570743,0.34424575432370635,0
0.9109850240335893,0.22228258979180907,0.3180277553793768,0
0.9070068536312859,0.22156330195289042,0.16386746037334934,0
0.9298859367499023,0.18676953881961536,0.2051080099649432,0
0.9128047983944051,0.21369105292334376,0.16991989983485986,0
0.9260640967618866,0.19256477770910524,0.25417439732594355,0
0.9156339251575325,0.21397680906392194,0.23136680590987124,1
0.9197639973868199,0.20866149336621662,0.18939394883472815,1
0.9070206505242493,0.2260879382359351,0.1838903674303856,1
0.9232826325785767,0.2002968290597919,0.23466074141196502,1
0.914308847051921,0.21419936049354202,0.3595583804492542,1
0.9121057370485787,0.21678243229025781,0.13858128452087606,1
0.9239131374673899,0.19678483460620502,0.16036576635404687,1
0.915432886935756,0.21055139522912691,0.19073301906500234,1
0.9094030961571966,0.22024887446176536,0.18436952664265527,1
0.9182356226330946,0.20828818463193347,0.1538759755529487,1
0.9181998594315647,0.20565401344372553,0.22631641645408201,0
0.9174209970790453,0.2118618280601914,0.22080574120462512,1
0.9223390299928813,0.19725280652510285,0.1500927605389991,0
0.9126525509173261,0.2117482200611045,0.1311079951098045,1
0.9222360425127346,0.19820819054618644,0.17302442318102568,1
0.9320150264458126,0.17981261714361735,0.27984913632929587,1
0.9320150264458126,0.17981261714361735,0.27984913632929587,1
0.909828550662462,0.22171970145291062,0.11887891718850929,1
0.9322260713599176,0.18085361857295082,0.6785973522095755,1
0.9123651828434444,0.21898036757289333,0.14882078432162654,1
0.9145952397455835,0.21392892603214106,0.14502028194958574,1
0.9098850160744465,0.2186550080255696,0.13413904869287746,1
0.9020871745437834,0.22975444604414208,0.16889660048107852,1
0.9261100153981996,0.19210260206236152,0.6339964780852697,1
0.9207856501899342,0.20032901702790626,0.13693774842093553,1
0.919250736678135,0.20359418929050166,0.14625109883352352,1
0.9077716938086281,0.22639917221295774,0.15149085059443754,1
0.9141741315571635,0.217453133599661,0.18552441935309258,1
0.9158536386743912,0.21044022909596782,0.17136319600635577,1
0.9089757380561542,0.2227997788819347,0.16852367962508782,1
0.9181642206688023,0.20468758657040914,0.19399620063230533,1
0.9304082154146918,0.18575504602528517,0.23800722203122465,1
0.9134535950654769,0.21607512910256862,0.1952311946903371,1
0.9122195527525752,0.21858832562824082,0.2128763158456514,1
0.9130793129908316,0.2153425515844031,0.17235328188385876,1
0.9177172138131474,0.21193991083623726,0.14912567182222322,1
0.9319236508961709,0.18509467714668104,0.2204666198670458,1
0.9229011244776657,0.19994593542205322,0.16783247344949262,1
0.905629187858372,0.22614374402159382,0.16909945048774605,1
0.9194875145532269,0.20160215136438608,0.26312464257504176,1
0.9225108344987052,0.19804052694551544,0.10315979884768599,1
0.9130209848484876,0.21861329670250781,0.14232346007755506,1
0.9178560577278798,0.2115624310485091,0.13121375123908613,0
0.9112992236474692,0.21832623917672003,0.16068642755421636,1
0.912269624227459,0.221021672922514,0.1844193785922714,0
0.9287237740444796,0.18924831773912038,0.24798262493839024,1
