Нормированная энтропия,Сложность,Индекс Херста,Метка
0.9616195426142545,0.11741764799553536,0.5952307229321107,1
0.9850106062090721,0.041903804425585854,0.19790632231410904,1
0.943460307368907,0.16546974253310368,0.4305526675504766,1
0.9261899816602877,0.20024549202737166,0.2762935424117311,1
0.9558844277825181,0.1338404206739195,0.19440289039473058,1
0.9493717636480236,0.1530865215530318,0.41602231214536234,1
0.9601311853234189,0.12091187026335957,0.31477946635710813,1
0.9617709580142242,0.11684595854856294,0.3338188686241473,1
0.9575099691395146,0.131939602404435,0.40796878370468215,1
0.9459096334204224,0.15539252994086653,0.32410723000720243,1
0.9527586953763577,0.13827546131107327,0.4489761304255037,1
0.9578793120170379,0.1254596914991188,0.19131220097385032,1
0.9621516432438483,0.11560784982846845,0.2629515947848705,1
0.9467420751559272,0.15195583488480535,0.13189027632835773,1
0.9673860397271291,0.09858800275673477,0.1916826774827843,1
0.9524779055696497,0.14195150929903724,0.2838341070321696,1
0.9564040513278702,0.13044045816516395,0.31076041909853114,1
0.9551807778938406,0.1326392718584656,0.15069556709658868,1
0.9483096463656595,0.147076398073908,0.1333543223333448,1
0.9499278566213254,0.14721444980963416,0.17380142199881427,1
0.9436139041214101,0.15436618930073914,0.26817173391793847,1
0.9625842819354254,0.1150080329683744,0.23350608332708736,1
0.939068099868799,0.1699389641548458,0.3330526165449579,1
0.9598024495186982,0.12501469407974167,0.3529232523928013,1
0.9589224680286529,0.12833328736858426,0.48906136566473046,1
0.9626422631739862,0.11268659111526451,0.28768702247092354,1
0.9551693444611408,0.1343081229645421,0.350375083917177,1
0.9643235298706285,0.11037566178154584,0.2981835044081268,1
0.9612020278359752,0.11718425119747351,0.2508953895242208,0
0.9326035596548815,0.1884290438819011,0.2859200237485341,1
0.9627674984373448,0.11444099260205545,0.23883859385521075,1
0.9472602695080132,0.1486271377940837,0.1474230620087793,1
0.9503205256332289,0.14526190791153468,0.12476038549543116,1
0.9606120556441283,0.11973890377454828,0.2615341367638604,1
0.966859010580131,0.10233205246614249,0.3815830926760754,1
0.9546183333728264,0.1306720065522632,0.1651826762298717,1
0.96367791498152,0.11179449726481933,0.25529314684343296,1
0.9567143764712124,0.12645091248624166,0.22293314542056614,1
0.9556254815443249,0.13678278358115864,0.3294207370403327,0
0.9545313022920652,0.1329964615954475,0.32703235870417974,1
0.9590718718027295,0.12004342832399109,0.1715416596217382,1
0.9590718718027295,0.12004342832399109,0.1715416596217382,1
0.9430630025010522,0.1632628300889686,0.36720344025870594,1
0.9562659546286784,0.12864862013171888,0.2513185999986854,1
0.9563640443862865,0.12708222878093653,0.2091562628628777,1
